ISO3,ADM0_NAME,ADM0_PCODE,ADM1_NAME,ADM1_PCODE,ADM2_NAME,ADM2_PCODE,UNIQUE,NESTING,F_TL,M_TL,T_TL,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80Plus,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80Plus,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80Plus
NGA,NIGERIA,,ADAMAWA,NG002,LAMURDE,NG002009,1,True,73917,76811,150728,12867,11189,9523,7784,6528,5650,4721,3633,2967,2291,1780,1465,1143,955,628,511,282,13595,11638,9558,8316,6321,5364,5095,4312,3444,2488,2018,1506,1007,873,583,460,233,26462,22827,19081,16100,12849,11014,9816,7945,6411,4779,3798,2971,2150,1828,1211,971,515
NGA,NIGERIA,,ADAMAWA,NG002,MADAGALI,NG002010,1,True,89054,87497,176551,15081,12934,11233,9142,7394,5895,5085,4152,4135,2966,3180,1968,2187,1335,1290,630,447,16529,13349,11236,9691,6838,5716,5187,4403,3603,2703,2103,1877,1314,1125,939,527,357,31610,26283,22469,18833,14232,11611,10272,8555,7738,5669,5283,3845,3501,2460,2229,1157,804
NGA,NIGERIA,,ADAMAWA,NG002,MAIHA,NG002011,1,True,62779,64435,127214,11722,9778,7631,6707,5532,4573,3908,2896,2526,1777,1608,1091,968,631,762,366,303,12739,10456,8218,6552,4813,4153,3898,3214,2755,2085,1557,1207,868,714,605,360,241,24461,20234,15849,13259,10345,8726,7806,6110,5281,3862,3165,2298,1836,1345,1367,726,544
NGA,NIGERIA,,ADAMAWA,NG002,MAYO-BELWA,NG002012,1,True,82562,80228,162790,13026,12261,10185,8308,7019,5821,5021,4153,3935,2612,2635,1980,1895,1289,1248,665,509,12921,12181,10242,8454,6353,5333,4902,4338,3518,2901,2300,2088,1377,1279,956,686,399,25947,24442,20427,16762,13372,11154,9923,8491,7453,5513,4935,4068,3272,2568,2204,1351,908
NGA,NIGERIA,,ADAMAWA,NG002,MICHIKA,NG002013,1,True,92842,85693,178535,14853,13150,11248,9896,7348,6091,5181,4330,3913,3282,3125,2455,2420,2096,1899,915,640,15138,13497,11300,9570,6507,5372,4870,4294,3404,2825,2102,1961,1384,1317,1062,639,451,29991,26647,22548,19466,13855,11463,10051,8624,7317,6107,5227,4416,3804,3413,2961,1554,1091
NGA,NIGERIA,,ADAMAWA,NG002,MUBI NORTH,NG002014,1,True,73379,78149,151528,12340,10861,9728,8023,6280,5025,4070,3429,3000,2439,2081,1671,1362,1198,940,553,379,12671,11198,10003,8527,7852,6353,4786,4030,2968,2649,1868,1848,1000,1012,653,490,241,25011,22059,19731,16550,14132,11378,8856,7459,5968,5088,3949,3519,2362,2210,1593,1043,620
NGA,NIGERIA,,ADAMAWA,NG002,MUBI SOUTH,NG002015,1,True,63287,66682,129969,10817,9517,8710,6700,5235,4377,3572,2971,2594,1923,1783,1191,1226,881,913,509,368,11393,9689,8948,7384,5861,4781,3974,3425,2527,2168,1522,1660,918,1014,653,503,262,22210,19206,17658,14084,11096,9158,7546,6396,5121,4091,3305,2851,2144,1895,1566,1012,630
NGA,NIGERIA,,ADAMAWA,NG002,NUMAN,NG002016,1,True,59424,64606,124030,9414,8481,7391,6421,5385,4405,3755,3079,2348,1936,1735,1426,1213,997,691,419,328,10111,8590,7912,7013,6122,5375,4675,3790,2880,2318,1515,1455,922,907,448,396,177,19525,17071,15303,13434,11507,9780,8430,6869,5228,4254,3250,2881,2135,1904,1139,815,505
NGA,NIGERIA,,ADAMAWA,NG002,SHELLENG,NG002017,1,True,180082,185314,365396,35746,27021,21722,18559,15393,13065,10973,8686,7287,5371,4414,3418,2961,2208,1786,908,564,37948,28776,23438,19555,14410,11893,10848,9360,7709,5907,4743,3113,2535,1825,1671,1053,530,73694,55797,45160,38114,29803,24958,21821,18046,14996,11278,9157,6531,5496,4033,3457,1961,1094
NGA,NIGERIA,,ADAMAWA,NG002,SONG,NG002018,1,True,139452,139085,278537,24258,21359,17140,15765,12636,9914,8685,6608,5727,3928,3534,2638,2263,1867,1611,889,630,25489,21614,17457,14487,10841,9654,8616,7360,6333,4551,3495,2769,2135,1708,1235,844,497,49747,42973,34597,30252,23477,19568,17301,13968,12060,8479,7029,5407,4398,3575,2846,1733,1127
NGA,NIGERIA,,ADAMAWA,NG002,TOUNGO,NG002019,1,True,33467,35331,68798,5959,4940,3885,3742,3126,2715,2298,1645,1459,958,847,490,533,261,309,164,136,6124,5222,4062,3915,3093,2506,2306,1996,1627,1233,1007,655,592,390,298,192,113,12083,10162,7947,7657,6219,5221,4604,3641,3086,2191,1854,1145,1125,651,607,356,249
NGA,NIGERIA,,ADAMAWA,NG002,YOLA NORTH,NG002020,1,True,120794,146518,267312,18524,16044,16725,14492,12722,9681,7483,6858,5344,4012,2477,2217,1240,1172,821,593,389,19177,17340,16969,16906,17736,14706,10664,8991,6688,6074,3610,3565,1476,1357,538,503,218,37701,33384,33694,31398,30458,24387,18147,15849,12032,10086,6087,5782,2716,2529,1359,1096,607
NGA,NIGERIA,,ADAMAWA,NG002,YOLA SOUTH,NG002021,1,True,128387,134271,262658,20804,18103,17835,15728,11552,9054,7637,6461,5439,3962,3083,2528,1882,1501,1381,830,607,22307,18110,16447,14462,12934,10312,8268,7518,6159,5286,3436,3453,1914,1662,951,724,328,43111,36213,34282,30190,24486,19366,15905,13979,11598,9248,6519,5981,3796,3163,2332,1554,935
NGA,NIGERIA,,AKWA IBOM,NG003,ABAK,NG003001,1,True,76707,78238,154945,8808,9387,10033,9358,6963,5608,4978,4863,3929,3523,2561,2080,1643,1439,862,462,210,9319,9893,10524,10165,7778,5772,4663,4164,3837,3422,2543,2114,1644,1106,704,396,194,18127,19280,20557,19523,14741,11380,9641,9027,7766,6945,5104,4194,3287,2545,1566,858,404
NGA,NIGERIA,,AKWA IBOM,NG003,EASTERN OBOLO,NG003002,1,True,62512,63013,125525,7475,8032,8021,7231,5304,4577,4114,4138,3361,3038,2174,1220,1410,1419,370,446,182,8072,8295,8547,7919,6062,4269,3536,3279,3127,2536,2329,1478,1282,816,755,449,262,15547,16327,16568,15150,11366,8846,7650,7417,6488,5574,4503,2698,2692,2235,1125,895,444
NGA,NIGERIA,,AKWA IBOM,NG003,EKET,NG003003,1,True,152296,162604,314900,18198,18867,18865,18135,14493,12131,10565,10012,7812,6909,4626,4418,2617,2443,1011,839,355,19567,19828,19846,19502,16801,13386,10795,9716,8294,7083,5018,4427,2979,2665,1364,991,342,37765,38695,38711,37637,31294,25517,21360,19728,16106,13992,9644,8845,5596,5108,2375,1830,697
NGA,NIGERIA,,AKWA IBOM,NG003,Esit - Eket,NG003004,1,True,46100,47125,93225,5652,5772,5581,5119,3932,3405,3071,2963,2396,2262,1774,1194,1061,1014,431,370,103,5977,6174,6111,5575,4533,3441,2766,2583,2316,2072,1700,1170,1331,582,467,181,146,11629,11946,11692,10694,8465,6846,5837,5546,4712,4334,3474,2364,2392,1596,898,551,249
NGA,NIGERIA,,AKWA IBOM,NG003,ESSIEN UDIM,NG003005,1,True,123805,126185,249990,14157,15422,15816,14766,10632,8975,7904,7767,6418,5957,4176,3818,2886,2567,1430,666,448,15032,16477,16927,16095,12258,9252,7457,6551,5947,5380,4233,3388,2884,1954,1215,757,378,29189,31899,32743,30861,22890,18227,15361,14318,12365,11337,8409,7206,5770,4521,2645,1423,826
NGA,NIGERIA,,AKWA IBOM,NG003,ETIM EKPO,NG003006,1,True,68644,69748,138392,7837,8554,8789,8409,5952,5099,4516,4442,3637,3151,2343,1884,1627,1244,635,320,205,8442,9057,9419,8906,6625,4938,4133,3755,3564,2966,2477,1631,1477,1040,697,398,223,16279,17611,18208,17315,12577,10037,8649,8197,7201,6117,4820,3515,3104,2284,1332,718,428
NGA,NIGERIA,,AKWA IBOM,NG003,ETINAN,NG003007,1,True,136426,139459,275885,15793,16782,16895,15457,11638,9819,8912,8879,7081,6777,4729,4563,3430,3285,1464,617,305,16693,17991,18034,17200,13476,10102,8123,7485,6811,6160,4660,4109,3468,2524,1596,726,301,32486,34773,34929,32657,25114,19921,17035,16364,13892,12937,9389,8672,6898,5809,3060,1343,606
NGA,NIGERIA,,AKWA IBOM,NG003,IBENO,NG003008,1,True,51098,59025,110123,5980,6440,6690,6197,4624,4025,3583,3357,2666,2308,1632,1325,878,583,408,259,143,6544,7181,7334,7040,5677,4547,4214,3961,3481,2799,2044,1481,1128,720,498,237,139,12524,13621,14024,13237,10301,8572,7797,7318,6147,5107,3676,2806,2006,1303,906,496,282
NGA,NIGERIA,,AKWA IBOM,NG003,IBESIKPO ASUTAN,NG003009,1,True,106957,110057,217014,12741,13192,13636,12567,9234,7787,6989,6974,5548,5026,3483,3141,2454,1873,1208,767,337,13677,14207,14421,13607,10696,8109,6435,5956,5408,4850,3616,2985,2341,1886,1091,481,291,26418,27399,28057,26174,19930,15896,13424,12930,10956,9876,7099,6126,4795,3759,2299,1248,628
NGA,NIGERIA,,AKWA IBOM,NG003,IBIONO IBOM,NG003010,1,True,137589,141849,279438,16477,17145,17377,15706,11184,9625,9074,8971,7345,6703,5304,3543,3018,3222,1588,866,441,17487,18527,18618,17570,13615,10283,8225,7680,7036,6262,4628,3518,3299,2316,1166,1195,424,33964,35672,35995,33276,24799,19908,17299,16651,14381,12965,9932,7061,6317,5538,2754,2061,865
NGA,NIGERIA,,AKWA IBOM,NG003,IKA,NG003011,1,True,46984,48093,95077,5583,5788,5850,5389,4095,3456,3099,2962,2406,2182,1629,1451,986,1062,505,359,182,5913,6244,6274,6012,4614,3575,2852,2615,2413,2070,1645,1183,1082,676,462,272,191,11496,12032,12124,11401,8709,7031,5951,5577,4819,4252,3274,2634,2068,1738,967,631,373
NGA,NIGERIA,,AKWA IBOM,NG003,IKONO,NG003012,1,True,81876,81472,163348,9231,9783,10717,10457,6801,5595,5129,5239,4233,3887,2658,2689,1871,1879,941,488,278,9772,10453,10748,10319,7994,5851,4624,4224,3962,3551,2864,2260,1873,1340,840,527,270,19003,20236,21465,20776,14795,11446,9753,9463,8195,7438,5522,4949,3744,3219,1781,1015,548
NGA,NIGERIA,,AKWA IBOM,NG003,IKOT ABASI,NG003013,1,True,135778,141765,277543,15420,17082,17182,15911,11541,10403,9197,9052,7105,6359,4560,4222,2973,2512,1179,800,280,16742,18067,18314,17534,13518,10425,8789,8127,7169,6214,4429,4233,3207,2382,1430,869,316,32162,35149,35496,33445,25059,20828,17986,17179,14274,12573,8989,8455,6180,4894,2609,1669,596
NGA,NIGERIA,,AKWA IBOM,NG003,IKOT EKPENE,NG003014,1,True,107809,111551,219360,11314,11904,13936,14707,10770,8184,7195,6714,5385,4886,3756,2910,2437,1694,1129,578,310,11777,12251,14190,15063,12464,9454,7225,6202,5457,5097,3537,3127,2147,1673,1038,611,238,23091,24155,28126,29770,23234,17638,14420,12916,10842,9983,7293,6037,4584,3367,2167,1189,548
NGA,NIGERIA,,AKWA IBOM,NG003,INI,NG003015,1,True,59648,60404,120052,7188,7425,7439,6734,4967,4269,3871,3860,3054,2910,2186,1687,1389,1173,796,481,219,7544,7988,8047,7465,5808,4271,3436,3185,2903,2592,2080,1665,1299,807,684,397,233,14732,15413,15486,14199,10775,8540,7307,7045,5957,5502,4266,3352,2688,1980,1480,878,452
NGA,NIGERIA,,AKWA IBOM,NG003,ITU,NG003016,1,True,92558,96877,189435,10580,11504,12050,11022,8173,6976,6273,6152,4772,4346,3252,2346,1927,1739,772,444,230,11185,12477,12711,12146,9672,7223,5774,5311,4938,4207,3114,2914,2020,1425,947,534,279,21765,23981,24761,23168,17845,14199,12047,11463,9710,8553,6366,5260,3947,3164,1719,978,509
NGA,NIGERIA,,AKWA IBOM,NG003,MBO,NG003017,1,True,65999,69184,135183,8154,8521,8505,7461,5650,4898,4456,4365,3547,3236,2143,1737,1326,951,535,346,168,8636,9230,9121,8448,6650,4991,4060,3716,3260,3003,2536,1585,1665,1087,649,360,187,16790,17751,17626,15909,12300,9889,8516,8081,6807,6239,4679,3322,2991,2038,1184,706,355
NGA,NIGERIA,,AKWA IBOM,NG003,MKPAT ENIN,NG003018,1,True,131049,131949,262998,15417,15870,16961,15494,10811,9337,8560,8588,6805,6172,4694,3736,3376,2215,1401,1187,425,16309,17010,17165,16080,12839,9550,7702,7020,6569,5808,4507,3616,3032,2004,1396,953,389,31726,32880,34126,31574,23650,18887,16262,15608,13374,11980,9201,7352,6408,4219,2797,2140,814
NGA,NIGERIA,,AKWA IBOM,NG003,NSIT ATAI,NG003019,1,True,70842,71993,142835,8610,8927,8826,7910,5831,5312,4555,4604,3784,3078,2247,2972,1784,1459,412,360,171,9078,9548,9251,8712,6509,4648,4583,4106,3438,2969,2769,1760,1684,1408,1025,353,152,17688,18475,18077,16622,12340,9960,9138,8710,7222,6047,5016,4732,3468,2867,1437,713,323
NGA,NIGERIA,,AKWA IBOM,NG003,NSIT IBOM,NG003020,1,True,78607,81532,160139,9310,9820,10050,8967,6738,5751,5245,5156,4057,3740,2555,2762,1760,1524,668,299,205,9771,10622,10762,10208,7952,5833,4713,4346,3896,3535,2687,2486,1797,1473,803,398,250,19081,20442,20812,19175,14690,11584,9958,9502,7953,7275,5242,5248,3557,2997,1471,697,455
NGA,NIGERIA,,AKWA IBOM,NG003,NSIT UBIUM,NG003021,1,True,94183,96401,190584,11273,11701,11814,10622,7913,6753,5940,5830,5023,4410,3195,3193,2757,2175,914,495,175,11954,12593,12802,11770,9329,6917,5540,5073,4683,4200,3306,2627,1812,1709,992,767,327,23227,24294,24616,22392,17242,13670,11480,10903,9706,8610,6501,5820,4569,3884,1906,1262,502
NGA,NIGERIA,,AKWA IBOM,NG003,OBOT AKARA,NG003022,1,True,113570,114906,228476,13791,14098,14006,12468,9474,8216,7398,7293,5928,5453,3970,3554,3053,2568,1129,813,358,14566,15117,14944,13779,10956,8227,6632,6162,5680,5010,3644,3549,2428,2043,1060,719,390,28357,29215,28950,26247,20430,16443,14030,13455,11608,10463,7614,7103,5481,4611,2189,1532,748
NGA,NIGERIA,,AKWA IBOM,NG003,OKOBO,NG003023,1,True,65120,67419,132539,7931,8218,8266,7410,5564,4597,4243,4287,3370,3249,2504,1852,1498,1106,599,312,114,8383,8898,8834,8200,6045,5038,4053,3737,3416,2815,2445,1760,1567,1148,640,306,134,16314,17116,17100,15610,11609,9635,8296,8024,6786,6064,4949,3612,3065,2254,1239,618,248
NGA,NIGERIA,,AKWA IBOM,NG003,ONNA,NG003024,1,True,59029,58071,117100,6780,7018,7472,6673,5385,4629,3812,3794,2800,2522,1603,3246,1492,772,507,389,135,7126,7635,7948,7324,5503,3858,3178,3657,2777,2273,1675,1966,1012,944,501,462,232,13906,14653,15420,13997,10888,8487,6990,7451,5577,4795,3278,5212,2504,1716,1008,851,367
NGA,NIGERIA,,AKWA IBOM,NG003,ORON,NG003025,1,True,63601,66574,130175,7815,8001,8290,7474,5731,4781,4116,4081,3202,2881,2065,1861,1289,980,545,292,197,8092,8508,8631,8213,6991,5021,3989,3620,3289,2869,2101,1720,1298,1180,565,341,146,15907,16509,16921,15687,12722,9802,8105,7701,6491,5750,4166,3581,2587,2160,1110,633,343
NGA,NIGERIA,,AKWA IBOM,NG003,ORUK ANAM,NG003026,1,True,100783,102353,203136,11841,12408,12528,11315,8512,7304,6587,6696,5352,4897,3598,3098,2801,1955,1072,556,263,12565,13303,13359,12497,9788,7367,6005,5479,5056,4476,3615,2719,2433,1844,1032,582,233,24406,25711,25887,23812,18300,14671,12592,12175,10408,9373,7213,5817,5234,3799,2104,1138,496
NGA,NIGERIA,,AKWA IBOM,NG003,UDUNG UKO,NG003027,1,True,37990,41211,79201,4503,4827,4817,4435,3269,2822,2561,2601,2140,1852,1223,1271,677,526,196,202,68,4676,5190,5321,4821,4149,3140,2591,2330,2158,1898,1521,1148,943,729,358,170,68,9179,10017,10138,9256,7418,5962,5152,4931,4298,3750,2744,2419,1620,1255,554,372,136
NGA,NIGERIA,,AKWA IBOM,NG003,UKANAFUN,NG003028,1,True,79510,80158,159668,9559,9760,10000,8879,6706,5756,5176,5112,4169,3820,2619,2675,2194,1582,773,541,189,10058,10498,10415,9618,7737,5775,4659,4300,3983,3510,2898,1990,1988,1508,658,343,220,19617,20258,20415,18497,14443,11531,9835,9412,8152,7330,5517,4665,4182,3090,1431,884,409
NGA,NIGERIA,,AKWA IBOM,NG003,URUAN,NG003029,1,True,74266,75481,149747,9094,9393,9277,8238,6256,5386,4854,4873,3877,3557,2578,2243,1680,1646,703,380,231,9614,9988,9859,9103,7148,5407,4355,4017,3725,3275,2612,1972,1714,1343,828,330,191,18708,19381,19136,17341,13404,10793,9209,8890,7602,6832,5190,4215,3394,2989,1531,710,422
NGA,NIGERIA,,AKWA IBOM,NG003,Urue-Offong/Oruko,NG003030,1,True,69120,72600,141720,8307,8868,8780,7965,6162,5242,4622,4600,3693,3023,2726,1517,1579,1373,502,94,67,8823,9433,9192,8822,7224,5449,4407,3999,3794,3093,2369,2050,1639,1261,604,276,165,17130,18301,17972,16787,13386,10691,9029,8599,7487,6116,5095,3567,3218,2634,1106,370,232
NGA,NIGERIA,,AKWA IBOM,NG003,UYO,NG003031,1,True,198756,209255,408011,21441,21714,25318,26907,22579,17269,13754,12442,9749,8327,5826,4746,3342,2566,1401,894,481,22190,22274,24053,25562,25312,19972,15334,13379,11135,9645,6419,5245,3463,2647,1388,852,385,43631,43988,49371,52469,47891,37241,29088,25821,20884,17972,12245,9991,6805,5213,2789,1746,866
NGA,NIGERIA,,ANAMBRA,NG004,AGUATA,NG004001,1,True,206268,209696,415964,21616,23547,26355,24712,18348,15668,13770,13324,10699,10118,7160,6962,4190,4679,2331,1870,919,22953,25069,26978,26203,20812,15376,12693,11318,10737,9480,7503,6686,4834,4058,2405,1738,853,44569,48616,53333,50915,39160,31044,26463,24642,21436,19598,14663,13648,9024,8737,4736,3608,1772
NGA,NIGERIA,,ANAMBRA,NG004,ANAMBRA EAST,NG004002,1,True,152724,157796,310520,16655,18036,19197,18063,14635,11466,9950,9293,7893,7079,5250,4975,3610,2925,1679,1396,622,17588,19587,20203,19453,16185,11893,9521,8071,7995,6468,5412,4556,3789,3109,2148,1248,570,34243,37623,39400,37516,30820,23359,19471,17364,15888,13547,10662,9531,7399,6034,3827,2644,1192
NGA,NIGERIA,,ANAMBRA,NG004,ANAMBRA WEST,NG004003,1,True,75181,78665,153846,8947,9777,9765,8498,6324,5402,5049,4816,3971,3463,2526,2142,1710,1275,758,515,243,9499,10630,10690,9737,7271,5591,4631,4067,3885,3304,2655,2093,1753,1220,839,512,288,18446,20407,20455,18235,13595,10993,9680,8883,7856,6767,5181,4235,3463,2495,1597,1027,531
NGA,NIGERIA,,ANAMBRA,NG004,ANAOCHA,NG004004,1,True,174998,176003,351001,18816,20316,22110,21606,15377,12990,11589,11447,9190,8352,5994,5848,3327,3368,2050,1765,853,19862,21684,23313,22043,16611,12521,10311,9516,8935,7955,6362,5412,3802,3553,1935,1488,700,38678,42000,45423,43649,31988,25511,21900,20963,18125,16307,12356,11260,7129,6921,3985,3253,1553
NGA,NIGERIA,,ANAMBRA,NG004,AWKA NORTH,NG004005,1,True,88975,91560,180535,10122,10826,11197,10000,7648,6585,5817,5886,4729,4152,2819,3164,2019,1994,1087,594,336,10633,11666,11870,11600,8906,6801,5485,4921,4577,3957,3167,2561,1860,1622,954,585,395,20755,22492,23067,21600,16554,13386,11302,10807,9306,8109,5986,5725,3879,3616,2041,1179,731
NGA,NIGERIA,,ANAMBRA,NG004,AWKA SOUTH,NG004006,1,True,117155,122786,239941,12016,12013,14419,14771,13517,9403,7457,6880,5599,5192,3751,4099,2427,2360,1396,1281,574,12519,12471,15026,15841,16236,11080,7598,6180,5860,5377,3963,3809,2183,2088,1199,969,387,24535,24484,29445,30612,29753,20483,15055,13060,11459,10569,7714,7908,4610,4448,2595,2250,961
NGA,NIGERIA,,ANAMBRA,NG004,AYAMELUM,NG004007,1,True,157706,165066,322772,18547,19901,20005,18051,13440,11734,10424,10223,8250,7427,6010,3945,3264,2507,1929,1326,723,19848,21587,22064,20663,16014,11839,9637,8731,8198,6947,5819,4321,3958,2277,1663,845,655,38395,41488,42069,38714,29454,23573,20061,18954,16448,14374,11829,8266,7222,4784,3592,2171,1378
NGA,NIGERIA,,ANAMBRA,NG004,DUNUKOFIA,NG004008,1,True,79740,82975,162715,9698,9423,9829,8933,7001,5959,5220,5235,4003,3641,2515,2880,1598,1656,845,939,365,10313,10142,10349,9872,7742,6458,5117,4442,4193,3783,2931,2431,1656,1529,907,726,384,20011,19565,20178,18805,14743,12417,10337,9677,8196,7424,5446,5311,3254,3185,1752,1665,749
NGA,NIGERIA,,ANAMBRA,NG004,EKWUSIGO,NG004009,1,True,106651,108131,214782,11207,12264,14601,12951,9210,8144,7247,6948,5361,4905,3264,3895,2231,2029,1036,885,473,12073,12917,14663,13616,10271,7624,6398,6014,5668,5057,3912,3280,2205,2024,1169,797,443,23280,25181,29264,26567,19481,15768,13645,12962,11029,9962,7176,7175,4436,4053,2205,1682,916
NGA,NIGERIA,,ANAMBRA,NG004,IDEMILI NORTH,NG004010,1,True,278302,288543,566845,31214,32464,36775,33329,26371,22139,18731,17816,14032,12541,8412,8493,4675,4928,2964,2333,1085,32272,33691,36384,34637,29205,23150,19421,16904,15247,13228,9832,8527,5598,4974,2694,1921,858,63486,66155,73159,67966,55576,45289,38152,34720,29279,25769,18244,17020,10273,9902,5658,4254,1943
NGA,NIGERIA,,ANAMBRA,NG004,IDEMILI SOUTH,NG004011,1,True,133377,138622,271999,14140,15023,16773,15733,11793,10262,8826,8654,6781,6529,4544,4935,2808,3049,1464,1428,635,14910,16214,18067,17599,13787,10436,8574,7612,6871,6117,4801,4524,2879,2736,1603,1329,563,29050,31237,34840,33332,25580,20698,17400,16266,13652,12646,9345,9459,5687,5785,3067,2757,1198
NGA,NIGERIA,,ANAMBRA,NG004,IHIALA,NG004012,1,True,210943,212431,423374,22202,23238,26151,28248,20603,15497,13135,12788,10292,9930,7395,6990,4659,4290,2549,2007,969,23439,24634,27793,27826,21871,15505,12536,11111,10532,9513,7649,6412,4634,3782,2391,1902,901,45641,47872,53944,56074,42474,31002,25671,23899,20824,19443,15044,13402,9293,8072,4940,3909,1870
NGA,NIGERIA,,ANAMBRA,NG004,NJIKOKA,NG004013,1,True,126193,123978,250171,13967,14365,15880,14756,11056,9320,8284,8041,6407,5932,4208,4648,2889,2753,1629,1364,694,14382,14925,15929,14994,11887,9071,7338,6665,6431,5658,4239,3995,2547,2571,1511,1321,514,28349,29290,31809,29750,22943,18391,15622,14706,12838,11590,8447,8643,5436,5324,3140,2685,1208
NGA,NIGERIA,,ANAMBRA,NG004,NNEWI NORTH,NG004014,1,True,105548,105182,210730,13115,11729,13423,12010,10115,8846,6965,6386,4892,4185,3154,3362,2008,2246,1451,1144,517,12997,11502,12648,11778,10868,8794,7565,6544,5506,4936,3257,3003,1790,1886,981,776,351,26112,23231,26071,23788,20983,17640,14530,12930,10398,9121,6411,6365,3798,4132,2432,1920,868
NGA,NIGERIA,,ANAMBRA,NG004,NNEWI SOUTH,NG004015,1,True,159267,162626,321893,15984,17821,21293,20064,13851,11119,10280,10232,8638,7958,5528,5674,3629,3225,1810,1491,670,16548,19132,22847,22052,15531,11224,9280,8439,8017,7401,5907,5456,3499,3639,1769,1150,735,32532,36953,44140,42116,29382,22343,19560,18671,16655,15359,11435,11130,7128,6864,3579,2641,1405
NGA,NIGERIA,,ANAMBRA,NG004,OGBARU,NG004016,1,True,108723,118072,226795,11569,12635,14599,13884,11085,9628,7624,6739,5325,4715,2849,3093,1681,1539,848,573,337,11597,13119,15124,14993,12535,10873,8664,6909,5998,5400,4023,3198,2199,1721,844,570,305,23166,25754,29723,28877,23620,20501,16288,13648,11323,10115,6872,6291,3880,3260,1692,1143,642
NGA,NIGERIA,,ANAMBRA,NG004,ONITSHA NORTH,NG004017,1,True,108788,104471,213259,13271,10507,15145,13118,10313,8924,7338,6639,5544,4861,3260,3253,1782,2220,1155,968,490,12987,10455,11953,11660,11000,9028,7325,6408,5825,5313,4027,3048,1801,1855,777,756,253,26258,20962,27098,24778,21313,17952,14663,13047,11369,10174,7287,6301,3583,4075,1932,1724,743
NGA,NIGERIA,,ANAMBRA,NG004,ONITSHA SOUTH,NG004018,1,True,110524,121828,232352,10309,11791,14850,14818,11472,10605,8110,7576,5799,5309,3174,3197,1204,1118,535,440,217,10253,11756,13769,15680,13769,12579,9930,7918,6776,5902,4240,3738,2392,1725,768,413,220,20562,23547,28619,30498,25241,23184,18040,15494,12575,11211,7414,6935,3596,2843,1303,853,437
NGA,NIGERIA,,ANAMBRA,NG004,ORUMBA NORTH,NG004019,1,True,103814,100332,204146,10619,10743,12485,12721,12386,8159,6463,6248,5135,4674,3305,3491,2309,2228,1416,954,478,10993,11346,12425,12420,12206,8173,5812,5177,4808,4367,3458,2861,2063,1816,1184,815,408,21612,22089,24910,25141,24592,16332,12275,11425,9943,9041,6763,6352,4372,4044,2600,1769,886
NGA,NIGERIA,,ANAMBRA,NG004,ORUMBA SOUTH,NG004020,1,True,158939,160928,319867,17317,19287,21241,19504,13911,11527,10464,10244,8185,7439,5155,4806,3689,2996,1776,881,517,18310,20642,22114,20784,15171,10881,9034,8351,8444,7171,6061,4495,3789,2285,1795,1082,519,35627,39929,43355,40288,29082,22408,19498,18595,16629,14610,11216,9301,7478,5281,3571,1963,1036
NGA,NIGERIA,,ANAMBRA,NG004,OYI,NG004021,1,True,169060,174217,343277,18139,18598,23640,21677,15007,12473,11045,10165,8410,7466,5605,5753,3426,3132,2251,1480,793,19020,19545,24467,22565,16709,13227,10833,9336,8685,7458,6183,5076,3800,3200,1903,1445,765,37159,38143,48107,44242,31716,25700,21878,19501,17095,14924,11788,10829,7226,6332,4154,2925,1558
NGA,NIGERIA,,BAUCHI,NG005,ALKALERI,NG005001,1,True,257251,268244,525495,49194,38893,32002,29757,23364,18861,15624,11741,10031,6885,6331,4164,3759,2416,2188,1195,846,52925,42793,34934,28340,20532,17553,16210,13330,11495,7959,7032,4400,3866,2585,2209,1239,842,102119,81686,66936,58097,43896,36414,31834,25071,21526,14844,13363,8564,7625,5001,4397,2434,1688
NGA,NIGERIA,,BAUCHI,NG005,BAUCHI,NG005002,1,True,289239,306118,595357,54315,43597,38459,32961,26045,20565,16640,13777,11464,8061,6577,5185,3841,2758,2394,1475,1125,56721,44881,40015,33708,26704,22276,17766,15843,12614,10423,7243,6706,3833,3234,1910,1473,768,111036,88478,78474,66669,52749,42841,34406,29620,24078,18484,13820,11891,7674,5992,4304,2948,1893
NGA,NIGERIA,,BAUCHI,NG005,BOGORO,NG005003,1,True,62436,61771,124207,10776,9231,7820,6776,5039,4479,3747,3064,2634,2053,1742,1378,1198,961,808,426,304,11358,9557,8177,7217,4717,4156,3632,3099,2437,2059,1413,1260,727,697,543,378,344,22134,18788,15997,13993,9756,8635,7379,6163,5071,4112,3155,2638,1925,1658,1351,804,648
NGA,NIGERIA,,BAUCHI,NG005,Damban,NG005004,1,True,121071,124627,245698,24355,18949,14578,12609,10251,8665,7352,5789,4960,3519,3246,1651,2092,1040,927,559,529,25608,20131,15945,13057,9556,8071,7365,6155,5128,3661,3394,1715,1726,886,1133,624,472,49963,39080,30523,25666,19807,16736,14717,11944,10088,7180,6640,3366,3818,1926,2060,1183,1001
